iter	Tweedie:variance_power=1.5
596	10.94064398
597	10.9406382
598	10.94063308
599	10.94062855
600	10.94062415
601	10.94061975
602	10.94061403
603	10.94060963
604	10.94060388
605	10.94059796
606	10.9405935
607	10.9405891
608	10.94058448
609	10.94058002
610	10.94057425
611	10.94056974
612	10.94056534
613	10.94056094
614	10.94055522
615	10.94055081
616	10.94054509
617	10.94053937
618	10.94053365
619	10.94052791
620	10.94052349
621	10.94051908
622	10.94051468
623	10.94051028
624	10.94050588
625	10.94050016
626	10.94049571
627	10.94048997
628	10.94048553
629	10.94048113
630	10.94047673
631	10.94047206
632	10.94046746
633	10.94046306
634	10.94045866
635	10.94045424
636	10.94044852
637	10.94044412
638	10.94043965
639	10.94043391
640	10.94042817
641	10.94042377
642	10.94041801
643	10.94041287
644	10.94040843
645	10.940404
646	10.94039932
647	10.94039355
648	10.94038914
649	10.94038474
650	10.94037902
651	10.9403746
652	10.9403702
653	10.94036448
654	10.94035871
655	10.94035426
656	10.94034986
657	10.94034546
658	10.94034106
659	10.94033533
660	10.94032959
661	10.94032383
662	10.94031943
663	10.94031492
664	10.94031052
665	10.94030477
666	10.94030037
667	10.94029597
668	10.94029155
669	10.94028568
670	10.94028128
671	10.94027688
672	10.94027231
673	10.94026656
674	10.94026216
675	10.9402564
676	10.94025199
677	10.94024759
678	10.94024319
679	10.94023743
680	10.94023302
681	10.94022713
682	10.9402214
683	10.94021569
684	10.94020996
685	10.94020476
686	10.9402003
687	10.94019457
688	10.94018879
689	10.94018437
690	10.94017997
691	10.94017549
692	10.94017109
693	10.94016662
694	10.94016222
695	10.94015773
696	10.94015255
697	10.94014815
698	10.94014375
699	10.94013935
700	10.94013495
701	10.94012919
702	10.94012479
703	10.94012038
704	10.94011598
705	10.94011153
706	10.94010707
707	10.94010115
708	10.94009675
709	10.94009235
710	10.94008787
711	10.94008338
712	10.94007898
713	10.94007315
714	10.9400687
715	10.94006429
716	10.94005989
717	10.94005549
718	10.94004964
719	10.94004452
720	10.94004
721	10.9400356
722	10.94003115
723	10.94002674
724	10.94002087
725	10.94001647
726	10.94001207
727	10.94000767
728	10.94000327
729	10.93999887
730	10.93999446
731	10.93998995
732	10.93998555
733	10.93997952
734	10.9399738
735	10.9399694
736	10.939965
737	10.93995982
738	10.9399541
739	10.9399497
740	10.9399453
741	10.9399409
742	10.93993517
743	10.9399294
744	10.93992493
745	10.93992053
746	10.93991613
747	10.93991173
748	10.9399073
749	10.9399029
750	10.93989845
751	10.93989396
752	10.93988955
753	10.93988515
754	10.93988075
755	10.93987489
756	10.93987047
757	10.93986607
758	10.93986036
759	10.93985596
760	10.93985155
761	10.93984574
762	10.93984131
763	10.93983556
764	10.93983105
765	10.93982661
766	10.93982209
767	10.93981769
768	10.93981198
769	10.93980758
770	10.93980313
771	10.9397986
772	10.93979286
773	10.93978695
774	10.93978255
775	10.93977813
776	10.93977373
777	10.93976932
778	10.93976486
779	10.93975914
780	10.93975474
781	10.93975034
782	10.93974589
783	10.93974146
784	10.93973612
785	10.93973172
786	10.93972723
787	10.93972283
788	10.93971843
789	10.93971271
790	10.93970831
791	10.93970378
792	10.93969938
793	10.93969366
794	10.93968926
795	10.93968486
796	10.93967914
797	10.93967336
798	10.93966895
799	10.93966323
800	10.93965748
801	10.93965308
802	10.93964736
803	10.93964164
804	10.93963645
805	10.93963073
806	10.93962501
807	10.93961981
808	10.93961541
809	10.93961101
810	10.93960661
811	10.93960221
812	10.93959781
813	10.93959209
814	10.93958764
815	10.93958322
816	10.93957882
817	10.93957442
818	10.93957002
819	10.93956562
820	10.93956047
821	10.9395547
822	10.93955013
823	10.93954442
824	10.93954002
825	10.93953557
826	10.93953116
827	10.93952676
828	10.93952221
829	10.93951649
830	10.93951077
831	10.93950632
832	10.93950052
833	10.9394948
834	10.9394904
835	10.93948595
836	10.93948153
837	10.93947713
838	10.93947273
839	10.93946832
840	10.9394638
841	10.93945805
842	10.93945363
843	10.93944923
844	10.93944482
845	10.9394391
846	10.93943335
847	10.93942895
848	10.93942454
849	10.93941882
850	10.93941428
851	10.93940852
852	10.93940276
853	10.93939836
854	10.93939396
855	10.93938954
856	10.93938514
857	10.93938074
858	10.93937551
859	10.93936979
860	10.93936539
861	10.93936099
862	10.93935659
863	10.93935219
864	10.93934774
865	10.93934334
866	10.93933876
867	10.93933431
868	10.93932859
869	10.93932415
870	10.93931975
871	10.93931469
872	10.93931025
873	10.93930581
874	10.93930141
875	10.93929698
876	10.93929124
877	10.93928678
878	10.93928237
879	10.93927666
880	10.93927094
881	10.93926639
882	10.93926195
883	10.93925754
884	10.93925308
885	10.93924722
886	10.93924282
887	10.9392371
888	10.93923126
889	10.93922686
890	10.93922246
891	10.93921798
892	10.93921351
893	10.93920909
894	10.93920462
895	10.93920022
896	10.93919583
897	10.9391899
898	10.9391855
899	10.93918106
900	10.93917666
901	10.93917226
902	10.93916654
903	10.93916082
904	10.9391549
905	10.9391505
906	10.9391461
907	10.93914037
908	10.93913465
909	10.93912894
910	10.93912448
911	10.93912008
912	10.93911568
913	10.93911128
914	10.93910688
915	10.93910248
916	10.93909806
917	10.93909363
918	10.9390883
919	10.93908259
920	10.93907679
921	10.93907107
922	10.93906667
923	10.93906092
924	10.93905652
925	10.93905212
926	10.93904631
927	10.93904056
928	10.93903616
929	10.9390317
930	10.9390273
931	10.9390229
932	10.93901847
933	10.93901407
934	10.93900961
935	10.93900515
936	10.9389994
937	10.938995
938	10.9389906
939	10.9389862
940	10.9389818
941	10.9389774
942	10.938973
943	10.93896726
944	10.93896284
945	10.93895844
946	10.93895272
947	10.93894701
948	10.93894261
949	10.93893821
950	10.93893249
951	10.93892671
952	10.93892097
953	10.93891658
954	10.93891198
955	10.93890759
956	10.93890319
957	10.93889879
958	10.93889439
959	10.93888999
960	10.93888559
961	10.93888119
962	10.93887544
963	10.9388697
964	10.93886524
965	10.93885953
966	10.93885513
967	10.93885073
968	10.93884631
969	10.93884191
970	10.93883744
971	10.93883169
972	10.93882729
973	10.93882289
974	10.93881844
975	10.93881319
976	10.93880879
977	10.93880434
978	10.9387985
979	10.9387941
980	10.9387897
981	10.9387853
982	10.9387809
983	10.9387765
984	10.93877136
985	10.93876697
986	10.93876125
987	10.93875685
988	10.93875179
989	10.93874737
990	10.93874297
991	10.93873722
992	10.93873282
993	10.93872836
994	10.93872248
995	10.93871788
996	10.93871348
997	10.93870908
998	10.93870468
999	10.93870025
